ISSUE DATE,ISSUE TIME,FINE AMOUNT,TICKET LOCATION STREET,VIOLATION DESCRIPTION
1/12/2015,8:14,$35.00,LOT 13 - 13TH BEECH-UNIV,SERVICE VEHICLE ONLY
1/12/2015,10:40,$35.00,LOT 13 - 13TH BEECH-UNIV,SERVICE VEHICLE ONLY
1/12/2015,8:24,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/12/2015,14:13,$0.00,LOT 16A - FAC/STAFF LOT,WARNING/NO CHARGE
1/12/2015,14:17,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/12/2015,14:19,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/12/2015,14:21,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/12/2015,14:24,$100.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT
1/12/2015,14:26,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/12/2015,14:29,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/12/2015,14:32,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/12/2015,14:32,$0.00,LOT 16A - FAC/STAFF LOT,WARNING/NO CHARGE
1/12/2015,14:34,$45.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE
1/12/2015,14:34,$50.00,LOT 16A - FAC/STAFF LOT,TOWING FEE
1/12/2015,14:15,$30.00,LOT 16B - STUDENT ONLY,NO PERMIT DISPLAYED
1/12/2015,10:47,$45.00,LOT 17 - HEDCO,RESERVED SPACE
1/12/2015,10:47,$50.00,LOT 17 - HEDCO,TOWING FEE
1/12/2015,13:23,$45.00,LOT 28 - GERLINGER,RESERVED SPACE
1/12/2015,13:24,$50.00,LOT 28 - GERLINGER,TOWING FEE
1/12/2015,8:32,$0.00,LOT 42 - 12TH W OF KIN,WARNING/NO CHARGE
1/12/2015,8:35,$0.00,LOT 42 - 12TH W OF KIN,WARNING/NO CHARGE
1/12/2015,11:37,$470.00,LOT 42 - 12TH W OF KIN,DISABLED SPACE PSTD
1/12/2015,11:08,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
1/12/2015,12:59,$30.00,LOT 58 - 1715 FRANKLIN,NO PERMIT DISPLAYED
1/12/2015,13:01,$30.00,LOT 58 - 1715 FRANKLIN,NO PERMIT DISPLAYED
1/12/2015,7:51,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,7:53,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,7:53,$50.00,UNIVERSITY ST METERS,TOWING FEE
1/12/2015,7:57,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,7:58,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,7:59,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,8:00,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,8:06,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,8:09,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,13:29,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,13:31,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,13:32,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,13:33,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,13:34,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/12/2015,13:38,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/13/2015,9:55,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/13/2015,11:17,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/13/2015,8:19,$30.00,15TH AVE,NO PERMIT DISPLAYED
1/13/2015,8:24,$20.00,15TH AVE,OVERTIME STREET MTR
1/13/2015,10:41,$35.00,ACADEMIC EXTENSION,RESTRICTED AREA
1/13/2015,10:29,$35.00,LOT 10 - LAWRENCE,SERVICE VEHICLE ONLY
1/13/2015,10:30,$0.00,LOT 10 - LAWRENCE,WARNING/NO CHARGE
1/13/2015,10:24,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/13/2015,10:24,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/13/2015,10:26,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/13/2015,10:31,$45.00,LOT 12B - ONYX-SCIENCES,RESERVED SPACE
1/13/2015,10:31,$50.00,LOT 12B - ONYX-SCIENCES,TOWING FEE
1/13/2015,10:32,$50.00,LOT 12B - ONYX-SCIENCES,TOWING FEE
1/13/2015,14:35,$30.00,LOT 13 - 13TH BEECH-UNIV,NO PERMIT DISPLAYED
1/13/2015,8:02,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/13/2015,14:55,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/13/2015,14:57,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/13/2015,14:59,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/13/2015,8:07,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
1/13/2015,10:14,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/13/2015,11:31,$30.00,LOT 34A-MNH/15TH,NO PERMIT DISPLAYED
1/13/2015,11:20,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
1/13/2015,9:42,$30.00,LOT 39 - AGATE SOUTH,NO PERMIT DISPLAYED
1/13/2015,10:47,$35.00,LOT 50 - BARNHART,RESTRICTED AREA
1/13/2015,10:49,$30.00,LOT 50 - BARNHART,NO PERMIT DISPLAYED
1/13/2015,11:10,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
1/13/2015,9:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/13/2015,9:40,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/13/2015,14:38,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/13/2015,14:42,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/13/2015,14:44,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/13/2015,14:45,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/13/2015,14:46,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:51,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/14/2015,10:52,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/14/2015,10:54,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/14/2015,14:25,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/14/2015,10:00,$20.00,15TH AVE,OVERTIME LOT METER
1/14/2015,11:52,$30.00,1715 FRANKLIN,NO PERMIT DISPLAYED
1/14/2015,11:09,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/14/2015,14:29,$30.00,LOT 13 - 13TH BEECH-UNIV,NO PERMIT DISPLAYED
1/14/2015,11:02,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
1/14/2015,11:03,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
1/14/2015,14:22,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
1/14/2015,8:31,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/14/2015,8:34,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/14/2015,8:36,$0.00,LOT 16A - FAC/STAFF LOT,WARNING/NO CHARGE
1/14/2015,16:48,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/14/2015,16:50,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/14/2015,16:51,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/14/2015,16:54,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/14/2015,10:04,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/14/2015,14:55,$35.00,LOT 17 - HEDCO,SERVICE VEHICLE ONLY
1/14/2015,14:56,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/14/2015,14:57,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/14/2015,16:32,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/14/2015,16:34,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/14/2015,16:36,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/14/2015,16:37,$35.00,LOT 17 - HEDCO,RESTRICTED AREA
1/14/2015,10:09,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
1/14/2015,14:51,$30.00,LOT 19 - HEDCO/CSB,NO PERMIT DISPLAYED
1/14/2015,12:43,$35.00,LOT 26 - GER ANNEX,NO PARKING ZONE
1/14/2015,10:06,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/14/2015,10:07,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/14/2015,14:44,$35.00,LOT 30 - MCCT,RESTRICTED AREA
1/14/2015,12:05,$35.00,LOT 35 - 17TH/MOSS,IMPROPER PARKING
1/14/2015,14:26,$45.00,LOT 36B - STU HEALTH,RESERVED SPACE
1/14/2015,14:26,$50.00,LOT 36B - STU HEALTH,TOWING FEE
1/14/2015,12:09,$30.00,LOT 38 - AGATE NORTH,NO PERMIT DISPLAYED
1/14/2015,10:25,$30.00,LOT 40 - HEDCO UNDERGRND,NO PERMIT DISPLAYED
1/14/2015,10:29,$50.00,LOT 40 - HEDCO UNDERGRND,BOOT FEE
1/14/2015,8:45,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
1/14/2015,8:50,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT
1/14/2015,8:59,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT
1/14/2015,11:28,$35.00,LOT 42 - 12TH W OF KIN,SERVICE VEHICLE ONLY
1/14/2015,13:33,$45.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE
1/14/2015,13:35,$50.00,LOT 42 - 12TH W OF KIN,TOWING FEE
1/14/2015,13:42,$35.00,LOT 42 - 12TH W OF KIN,SERVICE VEHICLE ONLY
1/14/2015,11:43,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
1/14/2015,8:11,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,8:23,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:16,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:28,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:31,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:32,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:33,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:35,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,10:37,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,14:35,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,14:36,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,14:37,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/14/2015,14:38,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,9:53,$35.00,15TH AVE METERS,OVERLINE/TAKE THE SPACE OF
1/15/2015,10:53,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
1/15/2015,7:53,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/15/2015,7:55,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/15/2015,10:18,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/15/2015,16:37,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/15/2015,16:38,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/15/2015,16:39,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/15/2015,16:41,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/15/2015,16:43,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/15/2015,16:45,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/15/2015,16:47,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/15/2015,16:48,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/15/2015,16:50,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/15/2015,16:34,$30.00,LOT 19 - HEDCO/CSB,NO PERMIT DISPLAYED
1/15/2015,14:32,$30.00,LOT 25 - JSMA,NO PERMIT DISPLAYED
1/15/2015,14:29,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/15/2015,12:24,$35.00,LOT 42 - 12TH W OF KIN,SERVICE VEHICLE ONLY
1/15/2015,14:54,$35.00,LOT 42 - 12TH W OF KIN,SERVICE VEHICLE ONLY
1/15/2015,14:56,$45.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE
1/15/2015,14:57,$50.00,LOT 42 - 12TH W OF KIN,TOWING FEE
1/15/2015,7:36,$35.00,LOT 44 - GRAD VILLAGE,RESTRICTED AREA
1/15/2015,7:42,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,10:02,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,10:04,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,10:06,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,10:09,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,13:21,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,13:22,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,13:24,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,13:30,$50.00,UNIVERSITY ST METERS,BOOT FEE
1/15/2015,14:18,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,14:19,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,14:19,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,14:20,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,14:21,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/15/2015,14:22,$20.00,UNIVERSITY ST METERS,OVERTIME LOT METER
1/15/2015,14:26,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,10:32,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/16/2015,10:33,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/16/2015,10:34,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/16/2015,11:11,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/16/2015,13:33,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/16/2015,13:34,$20.00,13TH AVE METERS,OVERTIME STREET MTR
1/16/2015,11:24,$20.00,15TH AVE,OVERTIME LOT METER
1/16/2015,11:26,$20.00,15TH AVE,OVERTIME STREET MTR
1/16/2015,11:31,$0.00,15TH AVE,WARNING/NO CHARGE
1/16/2015,7:43,$20.00,15TH AVE METERS,OVERTIME STREET MTR
1/16/2015,10:28,$20.00,15TH AVE METERS,OVERTIME STREET MTR
1/16/2015,11:51,$20.00,15TH AVE METERS,OVERTIME STREET MTR
1/16/2015,15:13,$20.00,15TH AVE METERS,OVERTIME STREET MTR
1/16/2015,16:39,$35.00,ACADEMIC EXTENSION,RESTRICTED AREA
1/16/2015,7:59,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
1/16/2015,8:01,$100.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT
1/16/2015,13:49,$45.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE
1/16/2015,13:49,$50.00,LOT 16A - FAC/STAFF LOT,TOWING FEE
1/16/2015,11:26,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/16/2015,11:27,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/16/2015,11:29,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/16/2015,11:31,$35.00,LOT 17 - HEDCO,RESTRICTED AREA
1/16/2015,11:32,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/16/2015,16:04,$30.00,LOT 19 - HEDCO/CSB,NO PERMIT DISPLAYED
1/16/2015,16:05,$30.00,LOT 19 - HEDCO/CSB,NO PERMIT DISPLAYED
1/16/2015,16:06,$30.00,LOT 19 - HEDCO/CSB,NO PERMIT DISPLAYED
1/16/2015,15:52,$45.00,LOT 20 - MUSIC/EDU,RESERVED SPACE
1/16/2015,15:53,$50.00,LOT 20 - MUSIC/EDU,TOWING FEE
1/16/2015,15:49,$45.00,LOT 22 - S. MUSIC,RESERVED SPACE
1/16/2015,15:56,$45.00,LOT 22 - S. MUSIC,RESERVED SPACE
1/16/2015,15:56,$50.00,LOT 22 - S. MUSIC,TOWING FEE
1/16/2015,11:16,$45.00,LOT 26 - GER ANNEX,RESERVED SPACE
1/16/2015,11:17,$50.00,LOT 26 - GER ANNEX,TOWING FEE
1/16/2015,8:28,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/16/2015,8:31,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/16/2015,10:54,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/16/2015,10:55,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/16/2015,13:27,$35.00,LOT 33 - BEAN EAST,OVERLINE/TAKE THE SPACE OF
1/16/2015,10:40,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
1/16/2015,11:13,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
1/16/2015,11:14,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
1/16/2015,10:50,$30.00,LOT 37 - HAMILTON E,NO PERMIT DISPLAYED
1/16/2015,10:51,$35.00,LOT 37 - HAMILTON E,RESTRICTED AREA
1/16/2015,11:37,$30.00,LOT 40 - HEDCO UNDERGRND,NO PERMIT DISPLAYED
1/16/2015,11:08,$45.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE
1/16/2015,11:09,$50.00,LOT 42 - 12TH W OF KIN,TOWING FEE
1/16/2015,7:39,$35.00,LOT 44 - GRAD VILLAGE,RESTRICTED AREA
1/16/2015,14:35,$100.00,LOT 52 - UOPD EAST,ALTERING PERMIT
1/16/2015,9:05,$0.00,LOT 53 - FMR ODOT,WARNING/NO CHARGE
1/16/2015,14:31,$30.00,LOT 53 - FMR ODOT,NO PERMIT DISPLAYED
1/16/2015,7:47,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,7:50,$45.00,UNIVERSITY ST METERS,RESERVED SPACE
1/16/2015,8:18,$45.00,UNIVERSITY ST METERS,RESERVED SPACE
1/16/2015,8:22,$0.00,UNIVERSITY ST METERS,WARNING/NO CHARGE
1/16/2015,8:23,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,10:30,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,10:32,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,10:45,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,10:48,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,10:50,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,11:37,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,11:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,11:40,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,11:42,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,13:04,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,13:07,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,13:09,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,13:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,13:21,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,15:15,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,15:19,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/16/2015,15:20,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,7:46,$35.00,15TH AVE,RESTRICTED AREA
1/20/2015,7:49,$35.00,15TH AVE,RESTRICTED AREA
1/20/2015,7:50,$30.00,15TH AVE,NO PERMIT DISPLAYED
1/20/2015,7:54,$20.00,15TH AVE,OVERTIME STREET MTR
1/20/2015,7:55,$20.00,15TH AVE,OVERTIME STREET MTR
1/20/2015,8:01,$20.00,15TH AVE,OVERTIME STREET MTR
1/20/2015,8:05,$30.00,15TH AVE,NO PERMIT DISPLAYED
1/20/2015,10:53,$20.00,15TH AVE,OVERTIME LOT METER
1/20/2015,10:31,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/20/2015,16:41,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/20/2015,16:41,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/20/2015,16:42,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
1/20/2015,16:47,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE
1/20/2015,16:48,$50.00,LOT 12A - ONYX-LAWRENCE,BOOT FEE
1/20/2015,16:48,$50.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE
1/20/2015,8:39,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/20/2015,8:45,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/20/2015,8:57,$30.00,LOT 16A - FAC/STAFF LOT,IMPROPER DISPLAY
1/20/2015,14:40,$45.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE
1/20/2015,14:43,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
1/20/2015,8:43,$0.00,LOT 16B - STUDENT ONLY,WARNING/NO CHARGE
1/20/2015,9:57,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
1/20/2015,10:00,$35.00,LOT 17 - HEDCO,RESTRICTED AREA
1/20/2015,10:04,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/20/2015,14:50,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/20/2015,14:52,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/20/2015,14:52,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
1/20/2015,14:58,$35.00,LOT 18 - EDUCATION,RESTRICTED AREA
1/20/2015,10:37,$35.00,LOT 2,RESTRICTED AREA
1/20/2015,10:57,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/20/2015,10:58,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/20/2015,16:29,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/20/2015,16:30,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
1/20/2015,11:38,$35.00,LOT 34C - COLUMBIA ST,RESTRICTED AREA
1/20/2015,11:44,$0.00,LOT 34E - GLOBAL SCHOLARS,WARNING/NO CHARGE
1/20/2015,11:48,$35.00,LOT 35 - 17TH/MOSS,NO PARKING ZONE
1/20/2015,10:08,$30.00,LOT 40 - HEDCO UNDERGRND,NO PERMIT DISPLAYED
1/20/2015,10:15,$45.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE
1/20/2015,10:16,$50.00,LOT 42 - 12TH W OF KIN,TOWING FEE
1/20/2015,14:25,$45.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE
1/20/2015,14:26,$50.00,LOT 42 - 12TH W OF KIN,TOWING FEE
1/20/2015,14:27,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
1/20/2015,12:33,$45.00,LOT 43 - S LAW SCH,RESERVED SPACE
1/20/2015,7:40,$35.00,LOT 44 - GRAD VILLAGE,RESTRICTED AREA
1/20/2015,7:41,$35.00,LOT 44 - GRAD VILLAGE,RESTRICTED AREA
1/20/2015,14:17,$35.00,LOT 50 - BARNHART,RESTRICTED AREA
1/20/2015,10:46,$0.00,LOT 56 - MILLRACE,WARNING/NO CHARGE
1/20/2015,10:49,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
1/20/2015,8:12,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,8:27,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,8:30,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:14,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:15,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:21,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:29,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:31,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:32,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:34,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:35,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,10:37,$35.00,UNIVERSITY ST METERS,OVERLINE/TAKE THE SPACE OF
1/20/2015,11:01,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:07,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:08,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:11,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:12,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:15,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:17,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,13:18,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,16:04,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,16:06,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,16:09,$30.00,UNIVERSITY ST METERS,NO PERMIT DISPLAYED
1/20/2015,16:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,16:13,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
1/20/2015,16:16,$30.00,UNIVERSITY ST METERS,NO PERMIT DISPLAYED
1/21/2015,8:34,$20.00,13TH AVE METERS,OVERTIME STREET MTR
